user_id,followers,following,posts,likes_received,comments_received,mentions,shares,account_age_days,region,engagement_rate,degree_centrality,betweenness_centrality,influence_score
U02607,128748,3414,965,3725408,192688,6343,17168,1645,East,3641.85,0.246,0.288,19.7
U02608,263115,5317,3100,1558482,8352,959,44399,2292,East,608.19,0.486,0.487,37.9
U02609,413403,8015,3289,785005,188843,8096,31989,2150,West,418.29,0.606,0.36,48.3
U02610,485330,4529,1028,1048403,92111,7147,10073,4937,South,310.91,0.81,0.222,54.6
U02611,463756,311,40,2868816,128896,3574,44975,4253,West,757.57,0.566,0.345,50.7
U02612,90774,735,4717,825761,31961,3335,24933,303,North,1085.72,0.623,0.128,21.4
U02613,298717,8117,4456,1188169,63866,5772,36070,2986,East,504.66,0.232,0.265,30.9
U02614,52342,7872,874,3140442,172449,7585,17287,2591,South,7647.03,0.558,0.065,16.2
U02615,334490,7722,3006,1663712,2821,5022,1147,4649,East,501.6,0.227,0.4,36.0
U02616,496168,1272,757,3404833,38333,8564,28162,1726,East,724.85,0.69,0.204,52.6
U02617,26335,1715,2832,4986582,126321,2054,25436,2302,West,21332.73,0.237,0.193,10.7
U02618,328303,3951,1587,439187,160839,6900,36193,4645,South,378.73,0.255,0.065,29.4
U02619,472762,2316,3758,3205823,86260,8247,36820,2377,Central,769.33,0.601,0.146,48.0
U02620,423599,3874,2868,4105357,17506,7070,34414,3044,West,989.82,0.786,0.268,50.7
U02621,196272,5589,2490,701314,29405,3337,25208,1577,North,432.22,0.662,0.091,28.8
U02622,52005,2807,3407,3915332,178067,4638,304,3921,North,9240.6,0.379,0.058,12.5
U02623,461954,1243,2378,2536758,43051,4668,29567,435,East,595.73,0.252,0.106,39.5
U02624,460665,4031,66,3142369,115729,3087,47489,4882,Central,807.75,0.364,0.573,51.0
U02625,289509,7228,2979,257736,187305,1329,45579,884,Central,412.51,0.475,0.07,31.2
U02626,489448,6183,3890,2178062,75120,1867,4068,2895,South,521.74,0.435,0.147,45.9
U02627,2359,3221,2451,1834717,13244,6383,43697,366,East,80548.18,0.244,0.187,9.6
U02628,308324,3120,875,768286,162603,2248,7221,509,South,512.87,0.707,0.033,36.4
U02629,19319,5841,39,3814132,157494,7911,4065,3526,West,23817.82,0.712,0.214,20.1
U02630,467850,1733,1482,2527961,130213,7925,1320,3938,West,679.5,0.827,0.139,52.1
U02631,340225,8338,3840,4390171,180409,4103,25527,1764,East,4696.451453900709,0.118,0.206,30.3
U02632,456718,8694,1610,795846,155156,3647,8836,310,South,344.11,0.288,0.29,43.5
U02633,281355,263,4780,3653911,137669,9781,31115,186,Central,1543.33,0.5,0.157,32.9
U02634,41677,9708,1662,3024893,66694,127,23343,4675,East,8057.88,0.451,0.159,15.2
U02635,13314,243,2138,3255209,12268,2575,42601,3768,Central,24908.37,0.36,0.267,13.7
U02636,167819,4591,3801,1549823,145186,6907,10527,1949,North,1356.07,0.279,0.15,20.3
U02637,371742,6676,3069,3454026,169170,8730,13275,1296,East,1156.68,0.25,0.461,40.3
U02638,75558,3276,204,1236531,139017,4590,25880,3518,East,2556.43,0.855,0.265,27.7
U02639,426080,2044,381,3811322,130657,7212,6992,4470,North,1047.83,0.165,0.095,35.0
U02640,119779,484,982,2205256,143663,2177,22911,3300,North,2440.78,0.138,0.228,15.7
U02641,248233,7276,4358,2397727,55406,9272,29857,4120,East,1077.51,0.212,0.094,23.5
U02642,101580,378,111,421373,23387,5824,30862,4257,West,529.93,0.488,0.267,22.2
U02643,232905,4847,358,1837320,125931,7406,23380,1539,South,1059.21,0.395,0.149,27.2
U02644,226114,3934,3891,1016575,188617,1763,5050,3670,Central,866.67,0.533,0.371,33.9
U02645,2786,9677,3114,4818017,27308,4948,12885,1201,South,177773.84,0.309,0.158,11.3
U02646,283927,9303,4918,2108599,14241,7280,3570,1138,North,767.73,0.468,0.122,31.7
U02647,393335,8176,1097,29488,141529,4134,47146,4965,East,187.41,0.467,0.098,38.8
U02648,468141,7309,3297,130136,84529,9604,29067,1655,North,118.08,0.765,0.238,52.8
U02649,165391,5433,672,4564305,180599,8293,15877,4103,East,3305.66,0.806,0.236,32.5
U02650,440299,3499,2950,783868,94367,1289,15096,1745,North,285.19,0.42,0.155,42.3
U02651,439387,1674,530,3420,104336,8403,2764,4635,Central,119.51,0.621,0.3,49.2
U02652,494191,9680,4540,1060820,12361,3829,23646,1412,West,227.16,0.482,0.231,48.9
U02653,186561,3855,2079,1083559,190421,5889,2939,114,North,1091.15,0.604,0.374,32.6
U02654,425453,4293,1274,399436,66182,4085,35091,2331,Central,171.66,0.527,0.174,43.8
U02655,282560,1420,4922,4981756,87618,7021,10054,3003,South,1918.12,0.597,0.038,32.5
U02656,29182,2775,332,295644,125828,4294,5010,1939,East,3168.91,0.621,0.361,21.7
U02657,135207,6349,3999,3640476,171513,4628,5836,1355,West,3326.76,0.535,0.252,25.2
U02658,336042,4269,2549,4184590,159019,5826,1420,4144,East,1481.86,0.477,0.129,35.7
U02659,80336,5862,3438,3222491,154729,2183,19734,1892,West,4974.22,0.659,0.19,22.7
U02660,217394,2123,1301,661778,21111,4266,2940,3510,North,352.97,0.423,0.056,24.8
U02661,387465,829,4406,3630464,17685,499,4023,482,South,959.8,0.335,0.16,37.0
U02662,74922,8857,2255,1648566,166254,585,10947,4373,West,3309.85,0.139,0.09,9.9
U02663,248320,4326,2092,2041480,182530,6537,28058,3749,North,1189.64,0.535,0.214,32.4
U02664,107468,3618,2281,1256868,124747,2781,11007,867,South,1749.9,0.588,0.108,21.5
U02665,268267,2868,1481,3921048,182085,6692,20419,2642,South,1800.99,0.105,0.036,21.6
U02666,120393,6583,1594,2899310,63511,7599,21464,3756,North,2671.95,0.327,0.257,20.1
U02667,482709,5635,700,774340,70283,6652,29896,3966,Central,233.22,0.6,0.224,50.3
U02668,38396,3896,2431,2037281,34012,4209,2332,2120,Central,5748.73,0.421,0.165,14.5
U02669,481791,9309,2373,3969461,158687,5624,49461,608,South,988.58,0.461,0.154,46.0
U02670,395947,9018,1900,4688061,133881,7828,4627,325,Central,1353.07,0.633,0.022,40.8
U02671,427828,1993,4928,4697633,44927,3424,49595,4986,East,1150.52,0.428,0.167,41.9
U02672,425761,6427,565,674543,199845,4174,14254,569,South,393.12,0.527,0.252,45.4
U02673,93845,9683,4551,4288434,6078,2420,20851,1762,Central,4602.03,0.234,0.322,17.7
U02674,465549,4887,4333,2831287,154058,2010,3348,4285,North,773.62,0.52,0.119,45.4
U02675,297156,311,111,3698304,41587,657,18352,4758,North,1314.54,0.182,0.102,26.5
U02676,481080,1330,3506,1928767,156797,707,44944,2374,East,563.89,0.191,0.114,39.8
U02677,439079,6680,1045,3256886,96797,1480,34077,3391,Central,851.98,0.349,0.053,38.8
U02678,289826,9020,206,1291076,46804,7689,31159,2574,South,526.21,0.56,0.094,33.4
U02679,187263,1292,4305,2605460,11553,6282,18383,570,West,1422.18,0.46,0.199,26.3
U02680,58687,5472,578,1128969,124253,881,46298,2470,Central,2982.27,0.292,0.11,12.2
U02681,50598,4973,1494,1976116,32001,7680,38914,3916,East,4221.67,0.625,0.1,18.1
U02682,194885,2857,482,2039876,89953,7501,12605,3140,North,1277.49,0.514,0.041,24.8
U02683,405490,6320,709,4328267,190087,9076,30082,2816,Central,1301.8,0.659,0.127,44.1
U02684,252696,8780,308,3141322,177530,9685,19823,4167,Central,1594.39,0.272,0.35,30.1
U02685,240907,2400,4211,3237292,98768,839,9974,967,North,1548.78,0.737,0.392,39.5
U02686,122264,553,295,1418824,146332,5233,32787,2850,East,1758.87,0.766,0.106,26.0
U02687,282218,3596,3796,2174501,164620,8140,20741,960,Central,1062.15,0.632,0.084,34.1
U02688,319055,3147,785,2364097,121306,2394,4892,339,East,931.07,0.548,0.085,35.0
U02689,491073,7274,4574,3923958,41324,5974,43182,4767,North,841.13,0.549,0.22,49.8
U02690,364721,5372,4239,927667,162287,908,30309,3897,Central,476.83,0.516,0.069,37.2
U02691,303625,188,3147,270518,17704,3013,27667,4992,South,118.25,0.175,0.128,27.3
U02692,455042,3404,4141,2525519,104484,9797,49976,2308,North,669.81,0.33,0.177,42.0
U02693,212518,7353,1491,4065596,156109,7257,35495,2893,North,2280.33,0.429,0.16,26.7
U02694,467477,4772,3915,3667997,114122,2611,48958,335,East,906.7,0.244,0.091,39.4
U02695,185023,5632,1107,4053510,69766,9893,35492,960,East,2379.33,0.737,0.197,31.7
U02696,63933,2650,3073,1967162,83260,2026,8464,448,West,3728.0,0.55,0.067,16.9
U02697,208838,3200,4596,1142647,91960,3794,24107,1721,North,4696.451453900709,0.806,0.042,31.6
U02698,64426,1309,3617,3299597,148807,4442,25457,2054,North,6276.3,0.608,0.153,19.8
U02699,59243,825,1347,188357,198425,6274,14774,1083,South,1992.58,0.171,0.383,15.2
U02700,440610,378,3692,4477493,155716,2622,15464,3896,North,1192.91,0.711,0.205,49.2
U02701,397385,6247,4416,3568539,63306,2608,29816,3049,North,4696.451453900709,0.36,0.14,37.8
U02702,110644,1584,4446,2519471,22240,6707,20582,2189,West,2377.58,0.723,0.303,28.3
U02703,418866,5741,3695,999358,94629,2050,5652,2019,South,351.54,0.752,0.052,45.4
U02704,34497,9529,3661,1251669,171598,1424,29063,2844,North,6115.31,0.72,0.116,19.2
U02705,142234,6975,3924,4980108,126962,1491,29868,1908,North,3947.63,0.665,0.027,23.8
U02706,353065,5758,3682,72737,64361,3281,40838,3871,West,111.75,0.537,0.303,41.5
U02707,151933,1177,668,45912,17813,321,5136,4013,West,88.84,0.448,0.063,20.9
U02708,365265,4894,4020,1737301,50445,351,22863,944,North,544.68,0.827,0.17,45.5
U02709,437173,8912,899,1148959,143286,7238,45089,4818,West,426.69,0.504,0.238,45.4
U02710,33077,3849,2781,3383687,133998,5412,13240,2300,West,12254.9,0.373,0.284,15.6
U02711,12033,8263,1697,210311,90346,1459,37193,1009,West,5501.42,0.538,0.225,16.2
U02712,470004,7087,1065,3927603,66777,2552,17182,4254,West,906.69,0.68,0.206,50.6
U02713,260252,2675,1409,3913278,35002,6762,9060,2089,West,1570.89,0.672,0.208,35.8
U02714,253261,1421,422,1147477,194492,8020,35549,768,West,837.05,0.233,0.357,29.5
U02715,231864,179,2198,2893477,86108,8696,39233,2696,North,1433.6,0.666,0.146,32.5
U02716,216834,2768,2095,3358420,153442,2174,45746,2067,Central,1902.66,0.588,0.045,27.9
U02717,345078,3335,2017,4242172,92133,8465,36292,1251,South,1362.83,0.381,0.095,33.7
U02718,289893,6562,458,3662745,113842,4266,15332,3642,West,1459.83,0.285,0.303,32.1
U02719,81737,5730,3034,4813066,128147,2989,36422,2027,West,6672.3,0.736,0.17,23.9
U02720,313337,4795,846,579840,71166,5769,1620,2652,East,298.61,0.756,0.141,39.9
U02721,334181,7231,4279,3050574,187426,1244,16764,307,East,1193.27,0.764,0.157,41.8
U02722,56844,7703,119,3863897,91461,4634,10651,1863,Central,7601.73,0.188,0.047,8.8
U02723,188398,7137,276,1158767,153013,4430,26137,234,West,1021.15,0.408,0.068,22.7
U02724,395264,8972,1501,1092117,183270,5958,34509,1431,South,508.13,0.461,0.073,38.4
U02725,309376,3603,2039,463247,76490,1812,29288,3938,North,273.35,0.75,0.169,40.0
U02726,68228,8235,4849,4928695,46802,619,9054,4628,North,7566.73,0.612,0.143,20.0
U02727,20095,4213,2626,4331305,193929,3735,18848,1715,South,26378.13,0.405,0.122,12.2
U02728,290626,1850,1894,604916,157180,9834,4522,3503,West,478.56,0.482,0.049,31.0
U02729,230890,1466,4188,1225566,158166,5688,28019,3545,East,873.31,0.593,0.047,29.0
U02730,480527,923,1204,2291107,189208,5477,37153,3915,West,673.66,0.6,0.087,47.4
U02731,261149,9556,4485,4467591,5590,6443,12200,442,West,1721.44,0.786,0.051,35.0
U02732,465747,1702,2017,4128266,188945,5080,26393,1507,West,1089.21,0.741,0.165,50.7
U02733,107202,8354,1563,4391437,23317,2183,43744,3363,Central,4205.13,0.699,0.262,26.8
U02734,223696,7837,1506,4141448,29060,9849,5715,1496,North,1916.32,0.297,0.107,23.8
U02735,69854,4398,48,3139046,43602,2272,48016,3277,East,4805.75,0.309,0.165,14.4
U02736,287135,9139,3369,1454977,22662,6400,16596,4493,South,546.18,0.252,0.148,28.1
U02737,94277,9083,2886,3019979,16700,8659,16336,4112,West,3291.84,0.535,0.187,21.1
U02738,246156,9255,3172,2470787,25031,6582,35710,2464,Central,1054.59,0.356,0.234,29.0
U02739,172103,4973,3259,4754132,97085,9448,17119,1046,West,3044.41,0.569,0.211,27.7
U02740,92905,2989,136,2242330,74500,1779,20308,1619,West,2814.49,0.598,0.038,19.3
U02741,48450,447,4388,3780075,68143,6424,10810,2769,Central,8505.07,0.499,0.157,16.6
U02742,256050,8405,2556,867602,34363,922,6749,3732,East,405.94,0.631,0.285,36.2
U02743,473662,8730,3457,3416408,194585,5568,43238,4508,Central,926.68,0.327,0.055,40.8
U02744,99414,5366,180,2269050,66492,1835,4867,4225,North,2616.82,0.16,0.131,12.8
U02745,202526,718,3805,2178703,94547,6580,8168,1122,South,1309.18,0.315,0.187,24.2
U02746,112342,8229,3386,3773730,28446,3263,41245,581,Central,3485.72,0.624,0.117,22.7
U02747,404494,2990,1842,2419992,42430,1286,39942,650,South,650.72,0.824,0.237,49.5
U02748,207480,5488,4679,294582,46865,8660,10781,1121,North,254.92,0.752,0.181,33.2
U02749,487209,6597,3253,1944605,194146,8970,41616,1743,Central,598.37,0.417,0.263,47.7
U02750,122621,1467,4537,4816246,35252,1705,36259,234,South,4071.46,0.649,0.197,25.5
U02751,40413,636,4108,4731605,102776,2085,15810,4827,East,12979.38,0.18,0.36,13.8
U02752,291280,801,1028,3071760,108838,378,3959,1756,West,1241.4,0.767,0.102,37.8
U02753,325852,9590,4982,3190596,14611,6696,38839,812,East,1001.57,0.563,0.147,37.0
U02754,495371,9572,3713,1314264,70191,8934,34032,2674,North,336.16,0.616,0.17,50.4
U02755,435710,4273,948,3901817,16174,2219,22648,623,West,914.07,0.076,0.273,37.5
U02756,442090,4263,3965,2997094,34987,4514,13700,4266,West,717.51,0.551,0.216,46.3
U02757,317135,4074,2145,185998,135058,7057,17422,4988,South,271.58,0.828,0.159,41.9
U02758,179939,3511,4321,4747151,113684,4424,13646,4571,West,2954.08,0.518,0.141,25.8
U02759,214541,5442,866,4262131,98959,7534,44668,1983,Central,2217.25,0.441,0.059,25.0
U02760,66915,3569,1297,407971,42690,7540,10193,3192,Central,928.66,0.408,0.096,14.8
U02761,215566,6165,1738,2088191,124846,7410,22676,771,East,1258.27,0.315,0.105,23.5
U02762,182251,3795,2254,3712619,180931,7146,32045,257,North,2533.46,0.478,0.202,26.4
U02763,17997,6302,3156,3685801,169932,4286,2761,2806,Central,25199.81,0.216,0.208,10.0
U02764,102273,9450,1107,836679,34639,3935,25095,3740,East,4696.451453900709,0.55,0.274,23.6
U02765,267323,2066,3527,200126,136276,6070,31726,98,West,329.75,0.682,0.153,35.4
U02766,184703,636,121,4923167,48782,1072,26384,4968,Central,2797.49,0.374,0.202,24.5
U02767,496771,5271,1655,4469365,172357,5979,32900,2145,South,1073.16,0.537,0.294,51.4
U02768,239289,1199,3295,3691890,94598,324,24407,3102,North,1740.52,0.447,0.249,30.7
U02769,479355,2321,1324,3299227,148537,7203,31732,210,Central,843.2,0.539,0.377,51.9
U02770,330372,7898,2157,3432430,107861,6053,48875,4434,North,1202.2,0.642,0.212,40.2
U02771,20247,4184,3030,2287503,134879,4990,18015,2839,East,14628.1,0.543,0.322,18.9
U02772,101762,5498,1240,3421897,186978,3029,17843,2413,West,4281.31,0.632,0.107,21.9
U02773,352913,7763,4821,1517790,26939,5072,33930,3135,West,468.24,0.564,0.337,42.7
U02774,272581,1294,4235,418443,180721,6354,4475,4168,North,485.01,0.633,0.18,35.3
U02775,150917,4791,4855,1555120,96565,6844,14554,47,South,1350.37,0.523,0.135,23.7
U02776,261066,354,2478,1469362,28418,9229,8331,276,West,617.26,0.526,0.244,33.7
U02777,451499,4996,1717,1516990,86618,1701,23218,2578,East,431.91,0.598,0.343,50.4
U02778,194384,2250,4973,2354703,11171,440,6080,3906,East,1240.09,0.446,0.285,28.2
U02779,22605,9113,3642,655129,108139,6524,10835,4726,West,5289.85,0.55,0.468,22.0
U02780,155514,2615,3966,2038771,94466,1629,21250,491,Central,1614.7,0.282,0.058,17.7
U02781,467940,2009,913,2319047,78228,1482,30662,2008,West,579.17,0.097,0.323,41.2
U02782,380900,151,4346,940494,88847,2747,21511,3906,North,363.54,0.478,0.508,46.4
U02783,418745,1341,2640,2267431,124087,7248,40525,4773,Central,689.65,0.3,0.279,40.9
U02784,455807,2168,3866,3371671,165343,625,39990,1297,East,921.09,0.846,0.046,49.8
U02785,58796,2288,4125,2059683,78491,3889,4883,4818,West,4170.52,0.3,0.051,11.2
U02786,141372,7385,529,12473,3368,1055,34771,4038,West,20.73,0.612,0.489,31.9
U02787,29959,8876,495,3515471,111523,8395,1350,1224,South,13595.08,0.317,0.338,15.3
U02788,2417,8555,325,2892671,188941,7621,8674,4082,West,158700.41,0.454,0.17,14.3
U02789,417362,9564,3214,2099074,78975,884,38056,2899,Central,597.55,0.236,0.284,39.6
U02790,468476,8983,4575,114228,24531,2738,29137,4226,Central,4696.451453900709,0.217,0.287,42.9
U02791,77921,4560,150,445018,180353,4605,16143,4156,Central,1728.37,0.516,0.196,19.7
U02792,361098,3905,690,397009,83858,4570,7679,1033,North,226.06,0.379,0.048,33.8
U02793,267472,6496,2429,4260298,74683,1672,16191,3554,Central,1732.4,0.607,0.091,32.7
U02794,34659,3200,1956,1544069,59069,4666,38967,2307,South,5307.02,0.708,0.144,19.5
U02795,457876,6040,515,2125504,146186,8688,28236,3807,Central,623.84,0.14,0.341,41.7
U02796,435625,9998,3049,3480156,29154,2208,6509,712,East,832.35,0.669,0.08,45.5
U02797,283745,1989,4527,3276428,122747,1252,24336,1326,West,1371.0,0.258,0.116,27.4
U02798,353958,7695,1059,321977,69743,3857,10059,1172,West,189.48,0.383,0.306,38.6
U02799,198646,9355,14,4649481,77104,4851,6078,4593,West,2534.65,0.17,0.125,19.8
U02800,396429,5378,1126,1325540,43137,2849,4325,1853,South,388.78,0.176,0.238,36.0
U02801,222535,3566,923,3837075,161526,1052,38021,1201,West,2087.17,0.061,0.23,21.4
U02802,494588,2555,2331,4160512,90707,852,8014,3680,East,932.91,0.369,0.044,42.9
U02803,31605,1688,536,2693994,185513,7977,8813,3234,South,11458.45,0.462,0.232,16.2
U02804,86116,3219,1804,810617,165596,1316,43308,3191,North,1902.76,0.376,0.722,28.0
U02805,484377,7468,597,2725111,152096,2820,41301,4427,Central,719.6,0.092,0.062,37.0
U02806,144426,5158,3382,1222776,90042,7622,25116,4529,East,1158.36,0.059,0.108,13.5
U02807,155361,2222,2345,4247655,189717,5940,38217,1816,South,3344.6,0.452,0.337,26.7
U02808,395648,5425,375,3772500,116989,249,1149,4808,South,1101.34,0.608,0.23,44.5
U02809,94722,8092,218,4118161,87261,1701,8361,2774,East,4808.19,0.5,0.37,24.1
U02810,256793,146,2443,4141670,69487,4711,17675,4447,Central,1748.13,0.824,0.076,36.0
U02811,143059,215,2958,893263,182748,3516,37910,3461,South,1263.11,0.442,0.439,27.6
U02812,99008,9594,871,151583,50840,9889,4529,431,North,409.84,0.513,0.246,22.1
U02813,482188,7485,1617,3132505,175244,1136,33046,4644,North,831.36,0.446,0.281,48.3
U02814,99988,5760,3033,3069550,45723,263,3509,2901,Central,3298.53,0.294,0.107,15.1
U02815,47188,9060,2355,4328578,152477,5508,49091,2256,West,10788.45,0.417,0.134,14.4
U02816,336985,5895,581,3189162,56432,9589,10437,1724,North,1030.11,0.618,0.285,41.7
U02817,433658,5211,1956,4016537,167040,34,35591,3027,East,1118.79,0.626,0.075,44.4
U02818,63791,2122,988,1743500,167121,8288,31130,4609,South,4042.99,0.522,0.136,17.7
U02819,353936,8108,4633,623580,146026,9930,19510,734,East,382.47,0.766,0.132,42.7
U02820,270418,7652,4019,189826,198416,4162,38162,1144,West,437.06,0.541,0.09,31.6
U02821,415018,2963,1560,2178464,102461,4162,31002,354,East,648.35,0.515,0.247,44.3
U02822,63520,7375,1175,9658,167742,9925,22520,1009,East,1335.57,0.75,0.129,22.0
U02823,487949,7273,673,2591165,110483,6294,33093,136,West,644.24,0.307,0.218,44.7
U02824,309574,960,3685,2003808,7744,5467,14349,1076,West,659.78,0.736,0.239,41.2
U02825,421085,1612,4591,1289047,83537,2867,37282,2398,North,405.32,0.255,0.15,37.6
U02826,181013,5953,1365,2955636,6491,9316,35035,4144,West,1650.75,0.397,0.004,20.7
U02827,471694,6239,3198,3397496,132858,2532,23431,2742,East,861.1,0.083,0.47,44.1
U02828,313200,6585,1175,198481,30486,3927,32898,1149,East,112.04,0.5,0.12,34.3
U02829,63511,3738,4585,2381132,64957,8461,41384,459,South,4260.48,0.715,0.203,22.8
U02830,461454,8357,1495,4698399,174285,5105,32103,4436,East,1207.01,0.262,0.201,41.6
U02831,397904,4462,480,1487543,147931,7581,14347,930,Central,559.73,0.393,0.05,36.7
U02832,150135,2068,4404,3905346,67208,9948,13836,3843,East,2825.03,0.406,0.084,20.3
U02833,272860,1160,4727,1684322,101023,6432,48167,1353,North,802.4,0.407,0.332,33.9
U02834,194060,8777,1985,1358313,116209,1626,40420,3164,South,999.35,0.24,0.2,22.4
U02835,271770,7074,4536,4283341,70637,7523,15521,4459,Central,1706.04,0.458,0.039,29.0
U02836,482688,4620,1218,1782188,149964,5997,35834,4559,Central,524.56,0.764,0.581,60.7
U02837,449465,2100,1354,4330999,29445,1753,1877,523,North,996.34,0.35,0.18,42.1
U02838,107809,974,2683,3273189,85295,1106,34624,2570,Central,3431.65,0.496,0.159,20.7
U02839,485903,1536,3002,4061878,51105,9340,10006,2463,North,888.53,0.494,0.031,44.5
U02840,219000,1065,1928,4073923,135819,1058,15564,4403,South,2170.32,0.371,0.054,23.9
U02841,352433,5298,3998,4569344,128040,4547,46372,3951,Central,1478.16,0.506,0.193,38.7
U02842,382123,1986,3950,2774029,161409,9851,6951,747,West,937.15,0.374,0.052,35.3
U02843,241495,1286,604,4761532,73969,8687,39502,4354,West,2124.83,0.534,0.296,33.5
U02844,228355,2834,4952,298575,46153,8391,20152,1834,South,231.8,0.436,0.191,28.5
U02845,228229,6997,795,2459139,6633,7360,21968,3474,South,1092.01,0.169,0.166,22.7
U02846,431281,4969,2632,1982775,172121,4772,23082,917,North,659.29,0.09,0.221,36.4
U02847,193201,1545,2115,483518,65947,2859,45257,1349,East,420.93,0.022,0.076,15.5
U02848,139997,7490,2258,4366598,150919,8972,25007,387,East,3658.05,0.368,0.303,23.3
U02849,180831,4900,642,4000355,73271,5693,12331,633,North,2414.79,0.616,0.238,29.8
U02850,97481,1875,1715,3743412,66402,3958,363,4661,South,4180.69,0.304,0.073,14.4
U02851,195783,6915,151,3167159,46860,9666,11677,814,North,1737.35,0.401,0.071,23.2
U02852,57083,9926,4866,3009750,156270,3699,7925,3131,North,6641.27,0.319,0.21,14.6
U02853,44922,5406,719,1902585,57263,370,6447,3858,North,4872.56,0.283,0.064,10.1
U02854,361938,1623,2416,3416860,59261,6009,49646,412,South,1025.91,0.891,0.083,44.8
U02855,38764,3102,1080,4877665,140985,4264,22121,1503,South,14401.11,0.29,0.474,18.1
U02856,284124,5997,889,1256248,103598,6227,49952,2416,North,624.46,0.18,0.15,26.5
U02857,389945,9993,1951,1693426,149253,6205,25706,1709,North,625.65,0.271,0.168,36.1
U02858,362254,9290,4846,546350,20710,6298,10963,4406,Central,179.4,0.465,0.265,40.0
U02859,223064,9332,2390,4538169,191779,3398,7257,902,East,2464.33,0.335,0.168,25.7
U02860,96856,8326,4804,2650393,47345,2520,37989,3632,East,2980.8,0.507,0.094,18.8
U02861,465345,5752,4135,2962922,23617,3179,5730,2190,Central,662.09,0.304,0.278,44.2
U02862,417588,6482,2178,1332388,21872,9650,2595,1959,Central,345.26,0.332,0.405,44.0
U02863,306129,7342,4505,183209,62345,7486,19522,1692,South,161.67,0.309,0.036,28.3
U02864,43426,7157,1740,4024305,84702,3925,15769,3391,West,10242.05,0.432,0.331,18.4
U02865,17636,6390,2507,4301675,15408,9163,11630,1804,South,24826.87,0.593,0.295,19.2
U02866,157644,1350,3402,1705394,124513,7647,25698,3152,South,1476.71,0.614,0.123,25.8
U02867,78803,8798,2947,3811059,122660,5376,28713,197,North,5614.38,0.732,0.298,26.2
U02868,430185,106,4144,2860121,155420,8000,21702,1393,South,845.5,0.187,0.186,37.6
U02869,102949,4265,814,3212437,3277,9482,26216,2328,Central,3136.3,0.242,0.127,14.6
U02870,141361,4347,2492,863820,19250,5679,33413,1119,North,679.16,0.266,0.179,18.8
U02871,487869,9960,3323,3072935,41071,1012,8124,586,North,671.96,0.449,0.257,48.3
U02872,409139,904,1654,805757,87631,4308,18480,1126,South,304.03,0.235,0.113,35.6
U02873,109391,4763,4334,1094177,117396,2274,663,2692,South,1536.82,0.312,0.062,15.2
U02874,191802,3583,1506,1784083,40365,6993,48438,4787,South,1035.39,0.587,0.377,32.7
U02875,257902,986,1505,1072430,71747,877,32239,3355,Central,554.92,0.664,0.222,35.8
U02876,332151,2245,1632,4545635,102703,4678,40142,4526,Central,1523.14,0.589,0.242,39.9
U02877,468091,4226,3382,145862,108875,4355,38644,2744,East,147.46,0.514,0.161,46.3
U02878,435569,9164,590,4520056,105283,3858,304,179,Central,1158.59,0.317,0.415,45.1
U02879,488597,3888,714,770687,128047,6267,24413,757,South,288.77,0.454,0.347,50.2
U02880,20370,8801,3893,4351061,151121,5454,43491,3804,South,25068.31,0.678,0.307,21.4
U02881,118218,7340,1036,1682406,167788,2004,28775,3093,West,2132.78,0.582,0.629,32.5
U02882,281522,8191,524,4605749,193069,8002,29892,4210,Central,1978.91,0.627,0.174,35.7
U02883,24606,8538,1318,2703624,78575,4485,48085,2081,North,12583.81,0.64,0.109,16.8
U02884,177702,7142,1991,2448259,65635,1569,37475,4668,East,1562.4,0.384,0.183,23.8
U02885,76843,7336,165,654042,55779,6843,38385,1816,South,1214.07,0.577,0.207,21.1
U02886,466463,1549,4174,2167659,70016,3927,39940,4205,South,539.75,0.374,0.283,45.8
U02887,31711,7173,587,2787860,107761,6394,16690,769,East,10490.24,0.569,0.112,15.9
U02888,74244,493,2020,4917084,120837,7547,48667,2274,East,7436.55,0.695,0.213,23.4
U02889,97602,7376,1010,1316600,13936,6292,42515,4971,Central,1420.33,0.761,0.157,25.2
U02890,74339,6542,1473,414072,199754,9410,1647,3982,East,1900.51,0.569,0.271,22.0
U02891,284306,7571,226,1269805,8382,6060,27424,1981,Central,461.37,0.529,0.066,31.8
U02892,182205,6426,4741,1215203,80196,3810,12372,4490,West,887.01,0.728,0.044,28.2
U02893,456228,3693,4686,4739721,90447,9866,26096,2298,West,1138.02,0.277,0.227,42.0
U02894,130445,3700,632,751277,69053,5147,40419,4719,East,840.61,0.739,0.142,26.8
U02895,268632,5965,986,4961722,43615,7139,34593,499,South,1928.21,0.476,0.045,29.2
U02896,330061,4732,4424,565602,106108,3310,39985,4138,East,332.1,0.478,0.029,33.2
U02897,313013,3412,2074,4057192,1443,9076,21474,3387,East,1298.47,0.36,0.22,33.5
U02898,398201,4896,310,2073112,148675,9399,3871,911,North,707.3,0.215,0.126,34.7
U02899,100973,5370,679,271959,135874,9517,44038,1434,Central,942.15,0.744,0.075,23.5
U02900,253752,2406,2067,3069262,154189,3881,3953,4092,Central,1513.36,0.531,0.266,33.7
U02901,400301,6385,2789,3643158,163231,8596,8364,3708,West,1113.99,0.376,0.108,37.7
U02902,431514,3148,3158,4193209,177505,6721,36127,975,West,1177.42,0.52,0.37,48.0
